adult,budget,genres,id,overview,popularity,production_countries,release_date,revenue,runtime,spoken_languages,status,title,video,vote_average,vote_count
False,110000000,"['Science Fiction', 'Action', 'Adventure']",580489,"After finding a host body in investigative reporter Eddie Brock, the alien symbiote must face a new enemy, Carnage, the alter ego of serial killer Cletus Kasady.",287.245,['United States of America'],2021-09-30,506863592,97,"['English', 'Español']",Released,Venom: Let There Be Carnage,False,6.798,10280
False,1800000,['Drama'],592695,"19 year old Linnéa leaves her small town in Sweden and heads for Los Angeles with the aim of becoming the world's next big porn star, but the road to her goal turns out to be bumpier than she imagined.",232.328,"['France', 'Netherlands', 'Sweden']",2021-10-08,393824,108,"['English', 'svenska']",Released,Pleasure,False,6.2,557
False,200000000,"['Action', 'Adventure', 'Science Fiction']",634649,"Peter Parker is unmasked and no longer able to separate his normal life from the high-stakes of being a super-hero. When he asks for help from Doctor Strange the stakes become even more dangerous, forcing him to discover what it truly means to be Spider-Man.",211.681,['United States of America'],2021-12-15,1921847111,148,"['English', '']",Released,Spider-Man: No Way Home,False,7.955,20197
False,150000000,"['Action', 'Adventure', 'Fantasy']",566525,Shang-Chi must confront the past he thought he left behind when he is drawn into the web of the mysterious Ten Rings organization.,141.596,['United States of America'],2021-09-01,432243292,132,"['English', '普通话']",Released,Shang-Chi and the Legend of the Ten Rings,False,7.544,9424
False,165000000,"['Science Fiction', 'Adventure']",438631,"Paul Atreides, a brilliant and gifted young man born into a great destiny beyond his understanding, must travel to the most dangerous planet in the universe to ensure the future of his family and his people. As malevolent forces explode into conflict over the planet's exclusive supply of the most precious resource in existence-a commodity capable of unlocking humanity's greatest potential-only those who can conquer their fear will survive.",140.181,['United States of America'],2021-09-15,407573628,155,"['普通话', 'English']",Released,Dune,False,7.8,12783
False,40000000,"['Crime', 'Action', 'Thriller']",637649,"A cold and mysterious new security guard for a Los Angeles cash truck company surprises his co-workers when he unleashes precision skills during a heist. The crew is left wondering who he is and where he came from. Soon, the marksman's ultimate motive becomes clear as he takes dramatic and irrevocable steps to settle a score.",130.245,"['United Kingdom', 'United States of America']",2021-04-22,103966489,118,['English'],Released,Wrath of Man,False,7.634,5308
False,0,"['Animation', 'Drama', 'Comedy', 'Romance']",820530,"Takato Saijo has reigned as the idol industry's ""Most Huggable"" for five years, that is, until freshman actor Azumaya. Takato was always considered brusque while Azumaya's smile is winning over admirers by comparison. The whole fiasco drives Takuto to over indulge in alcohol and his actions catch the attention of the last person he wants to see. To his surprise, Azumaya uses this new info to blackmail Takuto for physical affection.",118.672,['Japan'],2021-10-09,0,78,['日本語'],Released,Dakaichi: I'm Being Harassed by the Sexiest Man of the Year—The Movie: In Spain,False,7.5,15
False,135000000,"['Animation', 'Comedy', 'Family', 'Fantasy']",568124,"The tale of an extraordinary family, the Madrigals, who live hidden in the mountains of Colombia, in a magical house, in a vibrant town, in a wondrous, charmed place called an Encanto. The magic of the Encanto has blessed every child in the family—every child except one, Mirabel. But when she discovers that the magic surrounding the Encanto is in danger, Mirabel decides that she, the only ordinary Madrigal, might just be her exceptional family's last hope.",112.458,['United States of America'],2021-10-13,261289554,102,"['English', 'Español']",Released,Encanto,False,7.599,9482
False,85000000,"['Animation', 'Family', 'Music', 'Comedy']",438695,"Buster and his new cast now have their sights set on debuting a new show at the Crystal Tower Theater in glamorous Redshore City. But with no connections, he and his singers must sneak into the Crystal Entertainment offices, run by the ruthless wolf mogul Jimmy Crystal, where the gang pitches the ridiculous idea of casting the lion rock legend Clay Calloway in their show. Buster must embark on a quest to find the now-isolated Clay and persuade him to return to the stage.",89.089,['United States of America'],2021-12-01,408402685,110,['English'],Released,Sing 2,False,7.861,4387
False,0,"['Adventure', 'Music']",1280655,Three young people recall the story of how they got into trouble.,88.244,[],2021-04-14,0,6,['English'],Released,VIRGO,False,6.4,5
False,200000000,"['Action', 'Science Fiction', 'Adventure']",588228,"The world is stunned when a group of time travelers arrive from the year 2051 to deliver an urgent message: Thirty years in the future, mankind is losing a global war against a deadly alien species. The only hope for survival is for soldiers and civilians from the present to be transported to the future and join the fight. Among those recruited is high school teacher and family man Dan Forester. Determined to save the world for his young daughter, Dan teams up with a brilliant scientist and his estranged father in a desperate quest to rewrite the fate of the planet.",81.977,['United States of America'],2021-09-03,14400000,138,['English'],Released,The Tomorrow War,False,7.531,3472
False,70000000,"['Action', 'Adventure', 'Fantasy']",791373,"Determined to ensure Superman's ultimate sacrifice was not in vain, Bruce Wayne aligns forces with Diana Prince with plans to recruit a team of metahumans to protect the world from an approaching threat of catastrophic proportions.",77.182,['United States of America'],2021-03-18,0,242,['English'],Released,Zack Snyder's Justice League,False,8.138,9994
False,14000000,"['Romance', 'Drama']",744275,"Just as Tessa's life begins to become unglued, nothing is what she thought it would be. Not her friends nor her family. The only person that she should be able to rely on is Hardin, who is furious when he discovers the massive secret that she's been keeping. Before Tessa makes the biggest decision of her life, everything changes because of revelations about her family.",103.357,"['France', 'United States of America', 'Bulgaria']",2021-09-01,21800000,99,"['English', 'Español', 'Português']",Released,After We Fell,False,7.053,2572
False,0,"['Thriller', 'Crime', 'TV Movie']",801335,"Sara is a teen girl who is looking forward to her 18th birthday to move away from her controlling father Don. But before she could even blow out the candles, Don imprisons her in the basement of their home.",111.465,['United States of America'],2021-02-27,0,88,['English'],Released,Girl in the Basement,False,7.664,700
False,0,"['Animation', 'Action', 'Fantasy']",810693,"Yuta Okkotsu is a nervous high school student who is suffering from a serious problem—his childhood friend Rika has turned into a curse and won't leave him alone. Since Rika is no ordinary curse, his plight is noticed by Satoru Gojo, a teacher at Jujutsu High, a school where fledgling exorcists learn how to combat curses. Gojo convinces Yuta to enroll, but can he learn enough in time to confront the curse that haunts him?",66.676,['Japan'],2021-12-24,195870885,105,['日本語'],Released,Jujutsu Kaisen 0,False,8.165,1407
False,0,"['Action', 'Drama', 'Thriller']",690957,"Pushpa Raj is a coolie who rises in the world of red sandalwood smuggling. Along the way, he doesn’t shy from making an enemy or two.",77.391,['India'],2021-12-16,44880143,179,['తెలుగు'],Released,Pushpa: The Rise,False,7.0,126
False,250000000,"['Action', 'Thriller', 'Adventure']",370172,"Bond has left active service and is enjoying a tranquil life in Jamaica. His peace is short-lived when his old friend Felix Leiter from the CIA turns up asking for help. The mission to rescue a kidnapped scientist turns out to be far more treacherous than expected, leading Bond onto the trail of a mysterious villain armed with dangerous new technology.",76.247,"['United Kingdom', 'United States of America']",2021-09-29,774153024,163,"['Español', 'Français', 'Pусский', 'English', 'Italiano']",Released,No Time to Die,False,7.4,6266
False,200000000,"['Comedy', 'Crime', 'Family', 'Adventure']",337404,"In 1970s London amidst the punk rock revolution, a young grifter named Estella is determined to make a name for herself with her designs. She befriends a pair of young thieves who appreciate her appetite for mischief, and together they are able to build a life for themselves on the London streets. One day, Estella’s flair for fashion catches the eye of the Baroness von Hellman, a fashion legend who is devastatingly chic and terrifyingly haute. But their relationship sets in motion a course of events and revelations that will cause Estella to embrace her wicked side and become the raucous, fashionable and revenge-bent Cruella.",65.274,['United States of America'],2021-05-26,233503234,134,"['English', 'Français']",Released,Cruella,False,8.006,9323
False,61000000,"['Science Fiction', 'Thriller', 'Horror']",520763,"Following the events at home, the Abbott family now face the terrors of the outside world. Forced to venture into the unknown, they realize that the creatures that hunt by sound are not the only threats that lurk beyond the sand path.",69.183,['United States of America'],2021-05-21,297372261,96,['English'],Released,A Quiet Place Part II,False,7.487,6546
False,200000000,"['Animation', 'Comedy', 'Fantasy', 'Adventure', 'Family']",508943,Luca and his best friend Alberto experience an unforgettable summer on the Italian Riviera. But all the fun is threatened by a deeply-held secret: they are sea monsters from another world just below the water’s surface.,69.97,['United States of America'],2021-06-17,51074773,95,"['English', 'Italiano']",Released,Luca,False,7.817,8334
False,100000000,"['Animation', 'Family', 'Fantasy', 'Action', 'Adventure']",527774,"Long ago, in the fantasy world of Kumandra, humans and dragons lived together in harmony. But when an evil force threatened the land, the dragons sacrificed themselves to save humanity. Now, 500 years later, that same evil has returned and it’s up to a lone warrior, Raya, to track down the legendary last dragon to restore the fractured land and its divided people.",68.465,['United States of America'],2021-03-03,130423032,107,['English'],Released,Raya and the Last Dragon,False,7.845,6783
False,39000000,"['Horror', 'Mystery', 'Thriller']",423108,"Paranormal investigators Ed and Lorraine Warren encounter what would become one of the most sensational cases from their files. The fight for the soul of a young boy takes them beyond anything they'd ever seen before, to mark the first time in U.S. history that a murder suspect would claim demonic possession as a defense.",63.943,['United States of America'],2021-05-25,206431050,111,"['English', 'Português']",Released,The Conjuring: The Devil Made Me Do It,False,7.426,5912
False,100000000,"['Action', 'Adventure', 'Thriller']",476669,"As a collection of history's worst tyrants and criminal masterminds gather to plot a war to wipe out millions, one man must race against time to stop them.",63.059,"['United Kingdom', 'United States of America']",2021-12-22,125897478,131,['English'],Released,The King's Man,False,6.754,4517
False,185000000,"['Action', 'Comedy', 'Adventure']",436969,"Supervillains Harley Quinn, Bloodsport, Peacemaker and a collection of nutty cons at Belle Reve prison join the super-secret, super-shady Task Force X as they are dropped off at the remote, enemy-infused island of Corto Maltese.",61.928,['United States of America'],2021-07-28,168717425,132,"['English', 'Français', 'Español']",Released,The Suicide Squad,False,7.503,8626
False,82000000,"['Animation', 'Comedy', 'Adventure', 'Family']",459151,The Templeton brothers — Tim and his Boss Baby little bro Ted — have become adults and drifted away from each other. But a new boss baby with a cutting-edge approach and a can-do attitude is about to bring them together again … and inspire a new family business.,64.286,['United States of America'],2021-07-01,146745280,107,['English'],Released,The Boss Baby: Family Business,False,7.355,2530
