adult,budget,genres,id,overview,popularity,production_countries,release_date,revenue,runtime,spoken_languages,status,title,video,vote_average,vote_count
False,260000000,"['Animation', 'Adventure', 'Drama', 'Family']",420818,"Simba idolizes his father, King Mufasa, and takes to heart his own royal destiny. But not everyone in the kingdom celebrates the new cub's arrival. Scar, Mufasa's brother—and former heir to the throne—has plans of his own. The battle for Pride Rock is ravaged with betrayal, tragedy and drama, ultimately resulting in Simba's exile. With help from a curious pair of newfound friends, Simba will have to figure out how to grow up and take back what is rightfully his.",170.177,['United States of America'],2019-07-12,1663000000,118,['English'],Released,The Lion King,False,7.116,9998
False,129000000,"['Animation', 'Family', 'Adventure']",166428,"As Hiccup fulfills his dream of creating a peaceful dragon utopia, Toothless’ discovery of an untamed, elusive mate draws the Night Fury away. When danger mounts at home and Hiccup’s reign as village chief is tested, both dragon and rider must make impossible decisions to save their kind.",121.471,['United States of America'],2019-01-03,524580592,104,['English'],Released,How to Train Your Dragon: The Hidden World,False,7.8,6403
False,0,['Romance'],587727,"Mincheol and Suhee go to greet Minchul father (grandmother) before marriage. Dae - sik welcomes her daughter - in - law, Su - hee. But before marriage, Minchol and Suhee are separated by the difference in personality. Soon-hee, who was only preparing for marriage, is soon to live.",117.577,['South Korea'],2019-03-08,0,71,['한국어/조선말'],Released,Busty Girlfriend,False,7.5,14
False,14000000,"['Romance', 'Drama']",537915,"Tessa Young is a dedicated student, dutiful daughter and loyal girlfriend to her high school sweetheart. Entering her first semester of college, Tessa's guarded world opens up when she meets Hardin Scott, a mysterious and brooding rebel who makes her question all she thought she knew about herself -- and what she wants out of life.",107.256,['United States of America'],2019-04-11,69500000,106,['English'],Released,After,False,7.121,8216
False,11363000,"['Comedy', 'Thriller', 'Drama']",496243,"All unemployed, Ki-taek's family takes peculiar interest in the wealthy and glamorous Parks for their livelihood until they get entangled in an unexpected incident.",106.643,['South Korea'],2019-05-30,257591776,133,"['English', 'Deutsch', '한국어/조선말']",Released,Parasite,False,8.505,18362
False,55000000,"['Crime', 'Thriller', 'Drama']",475557,"During the 1980s, a failed stand-up comedian is driven insane and turns to a life of crime and chaos in Gotham City while becoming an infamous psychopathic crime figure.",110.917,"['Canada', 'United States of America']",2019-10-01,1078958629,122,['English'],Released,Joker,False,8.145,25795
False,200000000,"['Action', 'Adventure', 'Comedy']",384018,"Ever since US Diplomatic Security Service Agent Hobbs and lawless outcast Shaw first faced off, they just have traded smack talk and body blows. But when cyber-genetically enhanced anarchist Brixton's ruthless actions threaten the future of humanity, they join forces to defeat him.",87.646,['United States of America'],2019-08-01,760098996,137,"['English', 'Pусский', '']",Released,Fast & Furious Presents: Hobbs & Shaw,False,6.861,7186
False,356000000,"['Adventure', 'Science Fiction', 'Action']",299534,"After the devastating events of Avengers: Infinity War, the universe is in ruins due to the efforts of the Mad Titan, Thanos. With the help of remaining allies, the Avengers must assemble once more in order to undo Thanos' actions and restore order to the universe once and for all, no matter what consequences may be in store.",93.026,['United States of America'],2019-04-24,2799439100,181,"['English', '日本語', '']",Released,Avengers: Endgame,False,8.247,25682
False,160000000,"['Action', 'Adventure', 'Science Fiction']",429617,"Peter Parker and his friends go on a summer trip to Europe. However, they will hardly be able to rest - Peter will have to agree to help Nick Fury uncover the mystery of creatures that cause natural disasters and destruction throughout the continent.",89.975,['United States of America'],2019-06-28,1131927996,129,"['Český', 'Nederlands', 'English', 'Deutsch', 'Italiano']",Released,Spider-Man: Far From Home,False,7.421,15691
False,150000000,"['Family', 'Animation', 'Adventure', 'Comedy', 'Fantasy']",330457,"Elsa, Anna, Kristoff and Olaf head far into the forest to learn the truth about an ancient mystery of their kingdom.",91.177,['United States of America'],2019-11-20,1453683476,103,['English'],Released,Frozen II,False,7.256,9710
